Pass test insert
Toss = 0
Find Value = 14564
Result = 0000000000000000
Toss = 1
Find value = 26590
Result = 0000025257761860
Toss = 0
Find Value = 7594
Result = 0000000000000000
Toss = 0
Find Value = 9549
Result = 0000000000000000
Toss = 0
Find Value = 12903
Result = 0000000000000000
Toss = 1
Find value = 29734
Result = 0000025257761070
Toss = 0
Find Value = 24714
Result = 0000000000000000
Toss = 0
Find Value = 12884
Result = 0000000000000000
Toss = 0
Find Value = 24912
Result = 0000000000000000
Toss = 1
Find value = 31421
Result = 00000252577636A0
Toss = 1
Find value = 14890
Result = 0000025257762170
Toss = 1
Find value = 28444
Result = 00000252577613F0
Toss = 1
Find value = 26950
Result = 00000252577668C0
Toss = 0
Find Value = 14689
Result = 0000000000000000
Toss = 1
Find value = 175
Result = 0000025257763BE0
Toss = 0
Find Value = 5495
Result = 0000000000000000
Toss = 0
Find Value = 15259
Result = 0000000000000000
Toss = 0
Find Value = 25054
Result = 0000000000000000
Toss = 0
Find Value = 10659
Result = 0000000000000000
Toss = 1
Find value = 23148
Result = 000002525776AB70
Toss = 1
Find value = 18746
Result = 0000025257761920
Toss = 1
Find value = 12685
Result = 0000025257762A40
Toss = 0
Find Value = 9867
Result = 0000000000000000
Toss = 1
Find value = 7793
Result = 0000025257769B00
Toss = 0
Find Value = 2257
Result = 0000000000000000
Toss = 1
Find value = 28140
Result = 0000025257761D80
Toss = 0
Find Value = 6914
Result = 0000000000000000
Toss = 1
Find value = 2190
Result = 000002525776ADB0
Toss = 1
Find value = 22792
Result = 0000025257766E20
Toss = 1
Find value = 31760
Result = 0000025257762C60
Toss = 1
Find value = 412
Result = 0000025257769C80
Toss = 1
Find value = 26359
Result = 000002525776A250
Toss = 1
Find value = 17731
Result = 0000025257761330
Toss = 1
Find value = 29038
Result = 0000025257761C00
Toss = 1
Find value = 22027
Result = 0000025257762CA0
Toss = 0
Find Value = 12525
Result = 0000000000000000
Toss = 1
Find value = 8568
Result = 000002525776ABB0
Toss = 1
Find value = 6784
Result = 0000025257766EC0
Toss = 1
Find value = 11399
Result = 00000252577615D0
Toss = 0
Find Value = 22978
Result = 0000000000000000
Toss = 0
Find Value = 2719
Result = 0000000000000000
Toss = 0
Find Value = 11271
Result = 0000000000000000
Toss = 0
Find Value = 30194
Result = 0000000000000000
Toss = 0
Find Value = 12575
Result = 0000000000000000
Toss = 1
Find value = 31044
Result = 0000025257767A70
Toss = 1
Find value = 7221
Result = 00000252577641B0
Toss = 0
Find Value = 13985
Result = 0000000000000000
Toss = 0
Find Value = 12112
Result = 0000000000000000
Toss = 1
Find value = 6609
Result = 0000025257769B40
Toss = 1
Find value = 4016
Result = 0000025257761A80
Toss = 0
Find Value = 9928
Result = 0000000000000000
Toss = 1
Find value = 29802
Result = 00000252577649A0
Toss = 1
Find value = 23372
Result = 00000252577625D0
Toss = 1
Find value = 29802
Result = 00000252577649A0
Toss = 1
Find value = 1995
Result = 0000025257761D20
Toss = 1
Find value = 4687
Result = 00000252577621D0
Toss = 0
Find Value = 25014
Result = 0000000000000000
Toss = 1
Find value = 10083
Result = 0000025257761F00
Toss = 0
Find Value = 9864
Result = 0000000000000000
Toss = 0
Find Value = 10845
Result = 0000000000000000
Toss = 1
Find value = 25575
Result = 0000025257768010
Toss = 0
Find Value = 8559
Result = 0000000000000000
Toss = 0
Find Value = 4664
Result = 0000000000000000
Toss = 1
Find value = 30485
Result = 0000025257761590
Toss = 0
Find Value = 25641
Result = 0000000000000000
Toss = 1
Find value = 3239
Result = 0000025257761170
Toss = 0
Find Value = 2625
Result = 0000000000000000
Toss = 0
Find Value = 20088
Result = 0000000000000000
Toss = 1
Find value = 7038
Result = 00000252577613D0
Toss = 0
Find Value = 29628
Result = 0000000000000000
Toss = 1
Find value = 5231
Result = 0000025257769620
Toss = 0
Find Value = 8228
Result = 0000000000000000
Toss = 1
Find value = 4458
Result = 00000252577670D0
Toss = 1
Find value = 28549
Result = 0000025257765210
Toss = 1
Find value = 18372
Result = 0000025257764B00
Toss = 0
Find Value = 24451
Result = 0000000000000000
Toss = 1
Find value = 31147
Result = 000002525776A950
Toss = 1
Find value = 16559
Result = 0000025257767B30
Toss = 1
Find value = 2184
Result = 0000025257763C80
Toss = 0
Find Value = 24371
Result = 0000000000000000
Toss = 1
Find value = 29168
Result = 000002525776A000
Toss = 1
Find value = 19623
Result = 0000025257767650
Toss = 1
Find value = 23920
Result = 00000252577698A0
Toss = 0
Find Value = 17235
Result = 0000000000000000
Toss = 0
Find Value = 16510
Result = 0000000000000000
Toss = 1
Find value = 16131
Result = 0000025257767630
Toss = 0
Find Value = 20932
Result = 0000000000000000
Toss = 0
Find Value = 25027
Result = 0000000000000000
Toss = 1
Find value = 25727
Result = 0000025257764330
Toss = 0
Find Value = 30705
Result = 0000000000000000
Toss = 0
Find Value = 15921
Result = 0000000000000000
Toss = 1
Find value = 6474
Result = 000002525776A630
Toss = 0
Find Value = 20421
Result = 0000000000000000
Toss = 0
Find Value = 3880
Result = 0000000000000000
Toss = 0
Find Value = 730
Result = 0000000000000000
Toss = 1
Find value = 14647
Result = 000002525775CAC0
Toss = 1
Find value = 32027
Result = 00000252577676F0
Toss = 1
Find value = 30115
Result = 0000025257764BA0
Toss = 1
Find value = 18101
Result = 0000025257766720
Toss = 1
Find value = 22536
Result = 0000025257762E00
Toss = 0
Find Value = 7188
Result = 0000000000000000
Toss = 1
Find value = 14660
Result = 000002525776B030
Toss = 0
Find Value = 10268
Result = 0000000000000000
Toss = 1
Find value = 16035
Result = 0000025257763700
Toss = 0
Find Value = 12209
Result = 0000000000000000
Toss = 1
Find value = 14647
Result = 000002525775CAC0
Toss = 0
Find Value = 9581
Result = 0000000000000000
Toss = 1
Find value = 31903
Result = 0000025257761D40
Toss = 1
Find value = 22435
Result = 0000025257762050
Toss = 1
Find value = 31763
Result = 0000025257769840
Toss = 1
Find value = 13113
Result = 00000252577648C0
Toss = 0
Find Value = 1475
Result = 0000000000000000
Toss = 0
Find Value = 8725
Result = 0000000000000000
Toss = 0
Find Value = 4936
Result = 0000000000000000
Toss = 0
Find Value = 25504
Result = 0000000000000000
Toss = 1
Find value = 10648
Result = 0000025257765450
Toss = 1
Find value = 25187
Result = 0000025257763E50
Toss = 1
Find value = 27548
Result = 0000025257762670
Toss = 1
Find value = 31147
Result = 000002525776A950
Toss = 1
Find value = 19207
Result = 0000025257762330
Toss = 1
Find value = 7137
Result = 0000025257767CB0
Toss = 1
Find value = 21490
Result = 00000252577613B0
Toss = 1
Find value = 18066
Result = 0000025257761CC0
Toss = 1
Find value = 7417
Result = 0000025257769A00
Toss = 0
Find Value = 30537
Result = 0000000000000000
Toss = 1
Find value = 23388
Result = 000002525776AEB0
Toss = 0
Find Value = 3802
Result = 0000000000000000
Toss = 1
Find value = 20922
Result = 00000252577699E0
Toss = 0
Find Value = 10215
Result = 0000000000000000
Toss = 0
Find Value = 11397
Result = 0000000000000000
Toss = 1
Find value = 10376
Result = 0000025257766CC0
Toss = 0
Find Value = 4749
Result = 0000000000000000
Toss = 0
Find Value = 23191
Result = 0000000000000000
Toss = 0
Find Value = 17040
Result = 0000000000000000
Toss = 1
Find value = 3515
Result = 000002525776AC90
Toss = 1
Find value = 29312
Result = 0000025257766400
Toss = 1
Find value = 15604
Result = 0000025257763D90
Toss = 1
Find value = 30538
Result = 000002525775CA40
Toss = 1
Find value = 20334
Result = 0000025257764190
Toss = 1
Find value = 14244
Result = 0000025257763FF0
Toss = 0
Find Value = 15116
Result = 0000000000000000
Toss = 1
Find value = 21501
Result = 0000025257766A20
Toss = 0
Find Value = 18563
Result = 0000000000000000
Toss = 1
Find value = 25505
Result = 00000252577652F0
Toss = 1
Find value = 7292
Result = 00000252577623D0
Toss = 1
Find value = 31784
Result = 0000025257762C40
Toss = 0
Find Value = 25540
Result = 0000000000000000
Toss = 1
Find value = 30153
Result = 00000252577653D0
Toss = 0
Find Value = 780
Result = 0000000000000000
Toss = 1
Find value = 11583
Result = 0000025257761AC0
Toss = 0
Find Value = 11268
Result = 0000000000000000
Toss = 1
Find value = 256
Result = 0000025257761820
Toss = 1
Find value = 16883
Result = 000002525776A890
Toss = 0
Find Value = 14388
Result = 0000000000000000
Toss = 0
Find Value = 22572
Result = 0000000000000000
Toss = 0
Find Value = 5191
Result = 0000000000000000
Toss = 1
Find value = 24338
Result = 00000252577612F0
Toss = 1
Find value = 4069
Result = 000002525776AFF0
Toss = 0
Find Value = 3112
Result = 0000000000000000
Toss = 0
Find Value = 27687
Result = 0000000000000000
Toss = 0
Find Value = 19973
Result = 0000000000000000
Toss = 1
Find value = 30631
Result = 000002525775CC20
Toss = 0
Find Value = 24426
Result = 0000000000000000
Toss = 1
Find value = 9261
Result = 0000025257765290
Toss = 1
Find value = 10143
Result = 00000252577612D0
Toss = 0
Find Value = 4693
Result = 0000000000000000
Toss = 1
Find value = 17767
Result = 000002525776A650
Toss = 0
Find Value = 10179
Result = 0000000000000000
Toss = 1
Find value = 12423
Result = 00000252577650B0
Toss = 0
Find Value = 29464
Result = 0000000000000000
Toss = 1
Find value = 22042
Result = 0000025257765070
Toss = 1
Find value = 27221
Result = 0000025257766740
Toss = 1
Find value = 20612
Result = 0000025257766EA0
Toss = 0
Find Value = 32526
Result = 0000000000000000
Toss = 0
Find Value = 3185
Result = 0000000000000000
Toss = 1
Find value = 12240
Result = 00000252577647E0
Toss = 1
Find value = 16424
Result = 0000025257764230
Toss = 0
Find Value = 20633
Result = 0000000000000000
Toss = 1
Find value = 17767
Result = 000002525776A650
Toss = 0
Find Value = 14071
Result = 0000000000000000
Toss = 1
Find value = 30941
Result = 0000025257767F30
Toss = 0
Find Value = 32515
Result = 0000000000000000
Toss = 0
Find Value = 29247
Result = 0000000000000000
Toss = 0
Find Value = 6193
Result = 0000000000000000
Toss = 1
Find value = 16906
Result = 00000252577635A0
Toss = 1
Find value = 29919
Result = 0000025257764A00
Toss = 0
Find Value = 9533
Result = 0000000000000000
Toss = 1
Find value = 3464
Result = 00000252577674F0
Toss = 1
Find value = 19224
Result = 00000252577625B0
Toss = 0
Find Value = 16130
Result = 0000000000000000
Toss = 0
Find Value = 5
Result = 0000000000000000
Toss = 1
Find value = 5015
Result = 0000025257762AE0
Toss = 0
Find Value = 11045
Result = 0000000000000000
Toss = 1
Find value = 24543
Result = 000002525776AE70
Toss = 1
Find value = 7247
Result = 0000025257769EC0
Toss = 1
Find value = 3742
Result = 0000025257766C20
Toss = 1
Find value = 31421
Result = 00000252577636A0
Toss = 0
Find Value = 2583
Result = 0000000000000000
Toss = 1
Find value = 16559
Result = 0000025257767B30
Toss = 0
Find Value = 19515
Result = 0000000000000000
Toss = 1
Find value = 13088
Result = 0000025257764C60
Toss = 1
Find value = 3547
Result = 0000025257762CE0
Toss = 1
Find value = 7270
Result = 0000025257761470
Toss = 0
Find Value = 1228
Result = 0000000000000000
Toss = 1
Find value = 12508
Result = 0000025257761710
Toss = 0
Find Value = 6545
Result = 0000000000000000
Toss = 0
Find Value = 8589
Result = 0000000000000000
Toss = 0
Find Value = 8394
Result = 0000000000000000
Toss = 0
Find Value = 13498
Result = 0000000000000000
Toss = 1
Find value = 27548
Result = 0000025257762670
Toss = 0
Find Value = 30862
Result = 0000000000000000
Toss = 0
Find Value = 731
Result = 0000000000000000
Toss = 0
Find Value = 7306
Result = 0000000000000000
Toss = 0
Find Value = 25851
Result = 0000000000000000
Toss = 1
Find value = 32482
Result = 0000025257764AE0
Toss = 0
Find Value = 31253
Result = 0000000000000000
Toss = 1
Find value = 26793
Result = 0000025257769440
Toss = 1
Find value = 16621
Result = 00000252577694A0
Toss = 0
Find Value = 22946
Result = 0000000000000000
Toss = 0
Find Value = 3759
Result = 0000000000000000
Toss = 1
Find value = 6609
Result = 0000025257769B40
Toss = 0
Find Value = 31269
Result = 0000000000000000
Toss = 1
Find value = 17195
Result = 0000025257769960
Toss = 0
Find Value = 8572
Result = 0000000000000000
Toss = 1
Find value = 11251
Result = 000002525776A4D0
Toss = 0
Find Value = 28952
Result = 0000000000000000
Toss = 0
Find Value = 12993
Result = 0000000000000000
Toss = 1
Find value = 7062
Result = 0000025257767D10
Toss = 1
Find value = 12099
Result = 00000252577611B0
Toss = 0
Find Value = 21883
Result = 0000000000000000
Toss = 0
Find Value = 500
Result = 0000000000000000
Toss = 1
Find value = 4531
Result = 00000252577691E0
Toss = 1
Find value = 18667
Result = 0000025257766540
Toss = 1
Find value = 6474
Result = 000002525776A630
Toss = 0
Find Value = 31541
Result = 0000000000000000
Toss = 1
Find value = 29673
Result = 0000025257763800
Toss = 0
Find Value = 24242
Result = 0000000000000000
Toss = 1
Find value = 11342
Result = 00000252577660C0
Toss = 0
Find Value = 16720
Result = 0000000000000000
Toss = 1
Find value = 27617
Result = 000002525775CA60
Toss = 1
Find value = 22042
Result = 0000025257765070
Toss = 0
Find Value = 22442
Result = 0000000000000000
Toss = 0
Find Value = 18049
Result = 0000000000000000
Toss = 0
Find Value = 8610
Result = 0000000000000000
Toss = 0
Find Value = 3695
Result = 0000000000000000
Toss = 0
Find Value = 10712
Result = 0000000000000000
Toss = 1
Find value = 22222
Result = 0000025257764700
Toss = 1
Find value = 15966
Result = 0000025257763F10
Toss = 1
Find value = 11342
Result = 00000252577660C0
Toss = 1
Find value = 15894
Result = 0000025257764E30
Toss = 0
Find Value = 8037
Result = 0000000000000000
Toss = 0
Find Value = 23956
Result = 0000000000000000
Toss = 1
Find value = 19969
Result = 0000025257767690
Toss = 1
Find value = 18482
Result = 00000252577616D0
Toss = 1
Find value = 27837
Result = 0000025257762E40
Toss = 0
Find Value = 8416
Result = 0000000000000000
Toss = 0
Find Value = 29966
Result = 0000000000000000
Toss = 0
Find Value = 29845
Result = 0000000000000000
Toss = 1
Find value = 3981
Result = 0000025257764370
Toss = 1
Find value = 24338
Result = 00000252577612F0
Toss = 1
Find value = 27119
Result = 0000025257764CA0
Toss = 1
Find value = 4695
Result = 0000025257764E10
Toss = 1
Find value = 5997
Result = 00000252577678F0
Toss = 1
Find value = 1850
Result = 0000025257766560
Toss = 1
Find value = 5728
Result = 00000252577675F0
Toss = 0
Find Value = 3650
Result = 0000000000000000
Toss = 0
Find Value = 22839
Result = 0000000000000000
Toss = 1
Find value = 19346
Result = 0000025257766DA0
Toss = 0
Find Value = 1510
Result = 0000000000000000
Toss = 0
Find Value = 13467
Result = 0000000000000000
Toss = 1
Find value = 17378
Result = 0000025257761230
Toss = 1
Find value = 11319
Result = 0000025257766BC0
Toss = 1
Find value = 16358
Result = 0000025257769FC0
Toss = 0
Find Value = 24225
Result = 0000000000000000
Toss = 0
Find Value = 13288
Result = 0000000000000000
Toss = 1
Find value = 31903
Result = 0000025257761D40
Toss = 1
Find value = 2966
Result = 000002525776A9F0
Toss = 0
Find Value = 17116
Result = 0000000000000000
Toss = 1
Find value = 16035
Result = 0000025257763700
Toss = 1
Find value = 7719
Result = 0000025257763960
Toss = 1
Find value = 17701
Result = 0000025257767AB0
Toss = 1
Find value = 27239
Result = 000002525775C960
Toss = 0
Find Value = 12213
Result = 0000000000000000
Toss = 0
Find Value = 11632
Result = 0000000000000000
Toss = 0
Find Value = 11659
Result = 0000000000000000
Toss = 0
Find Value = 20923
Result = 0000000000000000
Toss = 0
Find Value = 4861
Result = 0000000000000000
Toss = 0
Find Value = 26883
Result = 0000000000000000
Toss = 1
Find value = 19716
Result = 0000025257764800
Toss = 1
Find value = 5051
Result = 00000252577637A0
Toss = 1
Find value = 2535
Result = 0000025257769520
Toss = 0
Find Value = 825
Result = 0000000000000000
Toss = 1
Find value = 9915
Result = 0000025257762510
Toss = 1
Find value = 28677
Result = 0000025257762230
Toss = 0
Find Value = 17978
Result = 0000000000000000
Toss = 1
Find value = 1512
Result = 00000252577650D0
Toss = 0
Find Value = 9072
Result = 0000000000000000
Toss = 0
Find Value = 14814
Result = 0000000000000000
Toss = 1
Find value = 21490
Result = 00000252577613B0
Toss = 0
Find Value = 28783
Result = 0000000000000000
Toss = 0
Find Value = 3564
Result = 0000000000000000
Toss = 0
Find Value = 11769
Result = 0000000000000000
Toss = 1
Find value = 9929
Result = 0000025257762270
Toss = 1
Find value = 16847
Result = 0000025257761150
Toss = 1
Find value = 5988
Result = 0000025257763E90
Toss = 1
Find value = 14831
Result = 0000025257764AA0
Toss = 1
Find value = 13113
Result = 00000252577648C0
Toss = 1
Find value = 5550
Result = 0000025257763CA0
Toss = 1
Find value = 32292
Result = 00000252577698E0
Toss = 1
Find value = 5592
Result = 000002525776AA10
Toss = 0
Find Value = 16759
Result = 0000000000000000
Toss = 1
Find value = 9929
Result = 0000025257762270
Toss = 0
Find Value = 4936
Result = 0000000000000000
Toss = 0
Find Value = 21414
Result = 0000000000000000
Toss = 1
Find value = 26950
Result = 00000252577668C0
Toss = 1
Find value = 18314
Result = 0000025257764DF0
Toss = 1
Find value = 18742
Result = 0000025257766900
Toss = 0
Find Value = 14111
Result = 0000000000000000
Toss = 0
Find Value = 14073
Result = 0000000000000000
Toss = 0
Find Value = 27686
Result = 0000000000000000
Toss = 0
Find Value = 31671
Result = 0000000000000000
Toss = 1
Find value = 6169
Result = 00000252577670F0
Toss = 1
Find value = 22290
Result = 0000025257769F60
Toss = 0
Find Value = 6708
Result = 0000000000000000
Toss = 1
Find value = 18664
Result = 0000025257769BE0
Toss = 0
Find Value = 19918
Result = 0000000000000000
Toss = 1
Find value = 2985
Result = 0000025257762800
Toss = 1
Find value = 9007
Result = 000002525775CB40
Toss = 0
Find Value = 18602
Result = 0000000000000000
Toss = 1
Find value = 13509
Result = 0000025257766E40
Toss = 1
Find value = 1890
Result = 00000252577694C0
Toss = 0
Find Value = 28917
Result = 0000000000000000
Toss = 1
Find value = 1914
Result = 00000252577661E0
Toss = 0
Find Value = 12019
Result = 0000000000000000
Toss = 0
Find Value = 32235
Result = 0000000000000000
Toss = 1
Find value = 5988
Result = 0000025257763E90
Toss = 0
Find Value = 30033
Result = 0000000000000000
Toss = 1
Find value = 29174
Result = 000002525776A6B0
Toss = 0
Find Value = 28462
Result = 0000000000000000
Toss = 0
Find Value = 21328
Result = 0000000000000000
Toss = 1
Find value = 3345
Result = 0000025257763660
Toss = 0
Find Value = 15333
Result = 0000000000000000
Toss = 0
Find Value = 2140
Result = 0000000000000000
Toss = 1
Find value = 2677
Result = 0000025257762D60
Toss = 1
Find value = 9957
Result = 0000025257769D40
Toss = 1
Find value = 5073
Result = 0000025257763520
Toss = 0
Find Value = 4349
Result = 0000000000000000
Toss = 0
Find Value = 14605
Result = 0000000000000000
Toss = 1
Find value = 6848
Result = 0000025257761F60
Toss = 0
Find Value = 11070
Result = 0000000000000000
Toss = 0
Find Value = 29066
Result = 0000000000000000
Toss = 0
Find Value = 23687
Result = 0000000000000000
Toss = 0
Find Value = 27329
Result = 0000000000000000
Toss = 1
Find value = 27915
Result = 0000025257764B40
Toss = 1
Find value = 5808
Result = 0000025257762090
Toss = 1
Find value = 31463
Result = 0000025257767930
Toss = 1
Find value = 20622
Result = 00000252577649E0
Toss = 1
Find value = 11227
Result = 00000252577666A0
Toss = 1
Find value = 18550
Result = 0000025257762530
Toss = 1
Find value = 11319
Result = 0000025257766BC0
Toss = 0
Find Value = 27180
Result = 0000000000000000
Toss = 0
Find Value = 1614
Result = 0000000000000000
Toss = 0
Find Value = 15435
Result = 0000000000000000
Toss = 1
Find value = 1398
Result = 0000025257762920
Toss = 0
Find Value = 29036
Result = 0000000000000000
Toss = 0
Find Value = 5575
Result = 0000000000000000
Toss = 1
Find value = 17195
Result = 0000025257769960
Toss = 1
Find value = 14229
Result = 000002525776A230
Toss = 0
Find Value = 22160
Result = 0000000000000000
Toss = 0
Find Value = 601
Result = 0000000000000000
Toss = 0
Find Value = 28044
Result = 0000000000000000
Toss = 1
Find value = 32118
Result = 0000025257764860
Toss = 0
Find Value = 18370
Result = 0000000000000000
Toss = 1
Find value = 14166
Result = 00000252577660E0
Toss = 1
Find value = 21501
Result = 0000025257766A20
Toss = 0
Find Value = 31285
Result = 0000000000000000
Toss = 0
Find Value = 19293
Result = 0000000000000000
Toss = 0
Find Value = 24122
Result = 0000000000000000
Toss = 1
Find value = 29891
Result = 00000252577693E0
Toss = 1
Find value = 25214
Result = 0000025257764560
Toss = 1
Find value = 26642
Result = 0000025257766C00
Toss = 0
Find Value = 11352
Result = 0000000000000000
Toss = 0
Find Value = 13040
Result = 0000000000000000
Toss = 1
Find value = 11342
Result = 00000252577660C0
Toss = 1
Find value = 13867
Result = 0000025257769540
Toss = 1
Find value = 22027
Result = 0000025257762CA0
Toss = 0
Find Value = 4358
Result = 0000000000000000
Toss = 1
Find value = 9973
Result = 0000025257764030
Toss = 0
Find Value = 11726
Result = 0000000000000000
Toss = 0
Find Value = 17001
Result = 0000000000000000
Toss = 1
Find value = 4367
Result = 0000025257764C40
Toss = 0
Find Value = 8232
Result = 0000000000000000
Toss = 1
Find value = 19774
Result = 0000025257769E60
Toss = 1
Find value = 12852
Result = 0000025257762EE0
Toss = 1
Find value = 28239
Result = 0000025257764F30
Toss = 1
Find value = 4481
Result = 00000252577674D0
Toss = 1
Find value = 11710
Result = 00000252577673F0
Toss = 0
Find Value = 183
Result = 0000000000000000
Toss = 1
Find value = 21501
Result = 0000025257766A20
Toss = 0
Find Value = 4957
Result = 0000000000000000
Toss = 1
Find value = 19984
Result = 0000025257769760
Toss = 0
Find Value = 32092
Result = 0000000000000000
Toss = 0
Find Value = 14184
Result = 0000000000000000
Toss = 0
Find Value = 29811
Result = 0000000000000000
Toss = 0
Find Value = 30730
Result = 0000000000000000
Toss = 1
Find value = 31070
Result = 00000252577698C0
Toss = 0
Find Value = 19639
Result = 0000000000000000
Toss = 0
Find Value = 11567
Result = 0000000000000000
Toss = 0
Find Value = 16057
Result = 0000000000000000
Toss = 1
Find value = 25891
Result = 0000025257761E20
Toss = 1
Find value = 29038
Result = 0000025257761C00
Toss = 1
Find value = 28467
Result = 0000025257769C60
Toss = 1
Find value = 16621
Result = 00000252577694A0
Toss = 0
Find Value = 23454
Result = 0000000000000000
Toss = 0
Find Value = 31703
Result = 0000000000000000
Toss = 0
Find Value = 17478
Result = 0000000000000000
Toss = 1
Find value = 5826
Result = 000002525776AD50
Toss = 0
Find Value = 17986
Result = 0000000000000000
Toss = 0
Find Value = 25793
Result = 0000000000000000
Toss = 1
Find value = 29039
Result = 0000025257760FD0
Toss = 1
Find value = 14173
Result = 000002525775CA80
Toss = 1
Find value = 29715
Result = 0000025257767E10
Toss = 0
Find Value = 31556
Result = 0000000000000000
Toss = 1
Find value = 20334
Result = 0000025257764190
Toss = 0
Find Value = 27118
Result = 0000000000000000
Toss = 0
Find Value = 31144
Result = 0000000000000000
Toss = 1
Find value = 30631
Result = 000002525775CC20
Toss = 0
Find Value = 21505
Result = 0000000000000000
Toss = 1
Find value = 5480
Result = 0000025257762E20
Toss = 1
Find value = 9966
Result = 00000252577646C0
Toss = 0
Find Value = 32558
Result = 0000000000000000
Toss = 0
Find Value = 2091
Result = 0000000000000000
Toss = 1
Find value = 6817
Result = 00000252577614D0
Toss = 0
Find Value = 10223
Result = 0000000000000000
Toss = 0
Find Value = 15357
Result = 0000000000000000
Toss = 0
Find Value = 21351
Result = 0000000000000000
Toss = 0
Find Value = 23769
Result = 0000000000000000
Toss = 0
Find Value = 16090
Result = 0000000000000000
Toss = 1
Find value = 32548
Result = 0000025257766500
Toss = 0
Find Value = 3607
Result = 0000000000000000
Toss = 1
Find value = 20715
Result = 00000252577623F0
Toss = 0
Find Value = 16461
Result = 0000000000000000
Toss = 0
Find Value = 12792
Result = 0000000000000000
Toss = 0
Find Value = 3864
Result = 0000000000000000
Toss = 0
Find Value = 3710
Result = 0000000000000000
Toss = 0
Find Value = 19260
Result = 0000000000000000
Toss = 1
Find value = 19774
Result = 0000025257769E60
Toss = 0
Find Value = 22968
Result = 0000000000000000
Toss = 1
Find value = 3091
Result = 0000025257769CE0
Toss = 0
Find Value = 19017
Result = 0000000000000000
Toss = 0
Find Value = 24808
Result = 0000000000000000
Toss = 0
Find Value = 14128
Result = 0000000000000000
Toss = 0
Find Value = 10801
Result = 0000000000000000
Toss = 1
Find value = 1512
Result = 00000252577650D0
Toss = 0
Find Value = 4492
Result = 0000000000000000
Toss = 0
Find Value = 17132
Result = 0000000000000000
Toss = 1
Find value = 12288
Result = 0000025257767270
Toss = 0
Find Value = 14903
Result = 0000000000000000
Toss = 0
Find Value = 4985
Result = 0000000000000000
Toss = 0
Find Value = 24332
Result = 0000000000000000
Toss = 0
Find Value = 7145
Result = 0000000000000000
Toss = 0
Find Value = 30840
Result = 0000000000000000
Toss = 1
Find value = 1780
Result = 0000025257764C20
Toss = 0
Find Value = 30948
Result = 0000000000000000
Toss = 0
Find Value = 8078
Result = 0000000000000000
Toss = 0
Find Value = 20120
Result = 0000000000000000
Toss = 0
Find Value = 25651
Result = 0000000000000000
Toss = 0
Find Value = 7549
Result = 0000000000000000
Toss = 0
Find Value = 6398
Result = 0000000000000000
Toss = 1
Find value = 31147
Result = 000002525776A950
Toss = 1
Find value = 3731
Result = 0000025257766DC0
Toss = 1
Find value = 2966
Result = 000002525776A9F0
Toss = 1
Find value = 5898
Result = 0000025257762DE0
Toss = 1
Find value = 1443
Result = 000002525776AB10
Toss = 0
Find Value = 24288
Result = 0000000000000000
Toss = 1
Find value = 5604
Result = 0000025257762940
Toss = 1
Find value = 8379
Result = 0000025257769B60
Toss = 1
Find value = 1890
Result = 00000252577694C0
Toss = 0
Find Value = 3975
Result = 0000000000000000
Toss = 0
Find Value = 6183
Result = 0000000000000000
Toss = 0
Find Value = 22876
Result = 0000000000000000
Toss = 1
Find value = 24708
Result = 000002525776A060
Toss = 0
Find Value = 4232
Result = 0000000000000000
Toss = 1
Find value = 22985
Result = 0000025257761CA0
Toss = 0
Find Value = 17638
Result = 0000000000000000
Toss = 0
Find Value = 1162
Result = 0000000000000000
Toss = 0
Find Value = 13458
Result = 0000000000000000
Toss = 0
Find Value = 18830
Result = 0000000000000000
Toss = 0
Find Value = 1740
Result = 0000000000000000
Toss = 0
Find Value = 26113
Result = 0000000000000000
Toss = 1
Find value = 1312
Result = 0000025257762150
Toss = 0
Find Value = 31826
Result = 0000000000000000
Toss = 1
Find value = 10992
Result = 00000252577648E0
Toss = 0
Find Value = 4653
Result = 0000000000000000
Toss = 1
Find value = 29802
Result = 00000252577649A0
Toss = 1
Find value = 27082
Result = 0000025257766C60
Toss = 0
Find Value = 26633
Result = 0000000000000000
Toss = 0
Find Value = 13969
Result = 0000000000000000
Toss = 1
Find value = 25816
Result = 0000025257764F10
Toss = 0
Find Value = 32617
Result = 0000000000000000
Toss = 0
Find Value = 31215
Result = 0000000000000000
Toss = 0
Find Value = 8725
Result = 0000000000000000
Toss = 1
Find value = 31033
Result = 0000025257761840
Toss = 0
Find Value = 27697
Result = 0000000000000000
Toss = 1
Find value = 15987
Result = 0000025257761E80
Toss = 0
Find Value = 19017
Result = 0000000000000000
Toss = 1
Find value = 21755
Result = 0000025257767F70
Toss = 1
Find value = 16890
Result = 0000025257766FA0
Toss = 0
Find Value = 16949
Result = 0000000000000000
Toss = 0
Find Value = 30173
Result = 0000000000000000
Toss = 0
Find Value = 21220
Result = 0000000000000000
Toss = 1
Find value = 23907
Result = 0000025257766B00
Toss = 0
Find Value = 32434
Result = 0000000000000000
Toss = 1
Find value = 16545
Result = 000002525776AAD0
Toss = 1
Find value = 20622
Result = 00000252577649E0
Toss = 0
Find Value = 31195
Result = 0000000000000000
Toss = 1
Find value = 32756
Result = 0000025257761450
Toss = 0
Find Value = 30368
Result = 0000000000000000
Toss = 1
Find value = 31089
Result = 0000025257761630
Toss = 1
Find value = 24596
Result = 0000025257764F50
